time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
2024-09-20T10:27:51.00Z,46.0142204,11.5467381,1815.492,17.87,-0.14,27.17,0.981,1.295,0.26,0.54718,3.0,359.54501,17
2024-09-20T10:27:51.20Z,46.0142535,11.5467385,1810.04,18.93,0.61,27.34,0.98,1.295,0.25,0.53717,3.0,1.85878,17
2024-09-20T10:27:51.40Z,46.0142888,11.5467413,1804.598,20.27,1.6,27.27,0.978,1.296,0.24,0.45707,3.0,4.51794,16
2024-09-20T10:27:51.60Z,46.0143262,11.5467464,1799.146,21.28,2.52,27.37,0.976,1.297,0.23,0.4298,3.0,6.76193,16
2024-09-20T10:27:51.80Z,46.0143654,11.5467542,1793.739,22.27,3.55,27.23,0.974,1.298,0.23,0.40339,3.0,9.05196,16
2024-09-20T10:27:52.00Z,46.0144062,11.5467646,1788.292,23.14,4.54,27.11,0.974,1.301,0.25,0.39574,3.0,11.09017,16
2024-09-20T10:27:52.20Z,46.0144485,11.5467776,1782.842,24.0,5.51,26.98,0.976,1.304,0.26,0.37591,3.0,12.9348,16
2024-09-20T10:27:52.40Z,46.0144924,11.5467931,1777.472,24.84,6.53,26.88,0.978,1.308,0.26,0.36011,3.0,14.72735,16
2024-09-20T10:27:52.60Z,46.0145377,11.546811,1772.072,25.52,7.39,26.89,0.982,1.315,0.27,0.34867,3.0,16.13888,16
2024-09-20T10:27:52.80Z,46.0145842,11.5468312,1766.677,26.21,8.37,26.98,0.988,1.323,0.27,0.33431,3.0,17.70586,16
2024-09-20T10:27:53.00Z,46.014632,11.546854,1761.255,26.92,9.27,27.02,0.996,1.332,0.27,0.32158,3.0,19.00225,16
2024-09-20T10:27:53.20Z,46.0146809,11.546879,1755.834,27.61,10.22,26.76,1.004,1.342,0.27,0.31023,3.0,20.30681,16
2024-09-20T10:27:53.40Z,46.0147313,11.5469066,1750.536,28.29,11.22,26.26,1.015,1.356,0.28,0.29966,3.0,21.63204,15
2024-09-20T10:27:53.60Z,46.0147829,11.5469369,1745.362,28.97,12.24,25.66,1.028,1.37,0.29,0.29035,3.0,22.89706,15
2024-09-20T10:27:53.80Z,46.0148356,11.5469694,1740.257,29.56,13.05,25.27,1.044,1.388,0.29,0.28603,3.0,23.82257,15
2024-09-20T10:27:54.00Z,46.0148892,11.547004,1735.249,30.13,13.86,24.8,1.06,1.407,0.29,0.29341,3.0,24.70426,15
2024-09-20T10:27:54.20Z,46.0149437,11.5470409,1730.307,30.6,14.75,24.51,1.077,1.426,0.29,0.28477,3.0,25.7291,15
2024-09-20T10:27:54.40Z,46.0149989,11.5470801,1725.464,30.79,15.72,23.99,1.094,1.446,0.32,0.31013,3.0,27.0453,15
2024-09-20T10:27:54.60Z,46.0150542,11.547122,1720.702,30.91,16.73,23.54,1.113,1.468,0.32,0.32538,3.0,28.42133,15
2024-09-20T10:27:54.80Z,46.0151098,11.5471663,1716.008,31.14,17.74,23.15,1.133,1.491,0.32,0.32339,3.0,29.67604,15
2024-09-20T10:27:55.00Z,46.0151658,11.5472133,1711.442,31.19,18.69,22.56,1.153,1.514,0.32,0.32368,3.0,30.93594,15
2024-09-20T10:27:55.20Z,46.015222,11.5472626,1706.963,31.31,19.54,22.25,1.174,1.538,0.32,0.32326,3.0,31.96847,15
2024-09-20T10:27:55.40Z,46.0152783,11.5473137,1702.529,31.59,20.24,21.79,1.195,1.563,0.32,0.30922,3.0,32.64022,15
2024-09-20T10:27:55.60Z,46.0153351,11.5473666,1698.173,31.62,20.82,21.73,1.215,1.587,0.32,0.30802,3.0,33.35772,15
2024-09-20T10:27:55.80Z,46.015392,11.547421,1693.81,31.73,21.46,21.64,1.236,1.612,0.32,0.32262,3.0,34.07078,15
2024-09-20T10:27:56.00Z,46.0154489,11.547477,1689.459,31.76,22.07,21.64,1.256,1.636,0.32,0.32015,3.0,34.79645,15
2024-09-20T10:27:56.20Z,46.015506,11.5475345,1685.089,31.75,22.51,22.0,1.276,1.66,0.31,0.32061,3.0,35.33802,15
2024-09-20T10:27:56.40Z,46.0155634,11.5475933,1680.703,31.74,22.95,22.32,1.295,1.684,0.3,0.28848,3.0,35.86047,15
2024-09-20T10:27:56.60Z,46.0156204,11.5476527,1676.194,31.89,23.29,22.31,1.315,1.707,0.3,0.28747,3.0,36.13897,15
2024-09-20T10:27:56.80Z,46.015678,11.5477131,1671.774,32.24,23.53,21.86,1.331,1.727,0.3,0.2674,3.0,36.12184,15
2024-09-20T10:27:57.00Z,46.0157366,11.5477739,1667.471,32.76,23.64,21.25,1.345,1.744,0.31,0.2641,3.0,35.81664,15
2024-09-20T10:27:57.20Z,46.0157954,11.5478348,1663.197,33.1,23.84,20.8,1.359,1.759,0.31,0.2595,3.0,35.76361,15
2024-09-20T10:27:57.40Z,46.0158548,11.5478964,1658.999,33.38,24.1,20.46,1.374,1.776,0.31,0.25896,3.0,35.82868,15
2024-09-20T10:27:57.60Z,46.0159147,11.5479588,1654.913,33.44,24.36,20.11,1.389,1.793,0.31,0.25822,3.0,36.06943,15
2024-09-20T10:27:57.80Z,46.0159747,11.5480218,1650.898,33.46,24.64,19.81,1.403,1.809,0.31,0.25816,3.0,36.36912,15
2024-09-20T10:27:58.00Z,46.0160347,11.5480854,1646.911,33.61,24.83,19.68,1.416,1.825,0.3,0.25677,3.0,36.45696,15
2024-09-20T10:27:58.20Z,46.0160951,11.5481494,1642.95,33.66,24.89,19.72,1.429,1.842,0.3,0.25633,3.0,36.48106,15
2024-09-20T10:27:58.40Z,46.0161557,11.5482137,1639.0,33.91,25.07,19.5,1.443,1.858,0.31,0.25503,3.0,36.47928,15
2024-09-20T10:27:58.60Z,46.0162169,11.5482784,1635.106,34.06,25.04,19.61,1.455,1.873,0.31,0.2537,3.0,36.3268,15
2024-09-20T10:27:58.80Z,46.0162781,11.5483427,1631.147,34.24,24.99,19.61,1.466,1.887,0.31,0.25181,3.0,36.11625,15
2024-09-20T10:27:59.00Z,46.0163396,11.548407,1627.209,34.58,25.08,19.14,1.477,1.899,0.31,0.24898,3.0,35.94583,15
2024-09-20T10:27:59.20Z,46.0164017,11.5484716,1623.398,34.76,25.16,18.57,1.488,1.912,0.31,0.24729,3.0,35.8953,15
2024-09-20T10:27:59.40Z,46.016464,11.5485366,1619.668,34.81,25.39,18.47,1.499,1.925,0.31,0.24712,3.0,36.10468,15
2024-09-20T10:27:59.60Z,46.0165267,11.5486022,1615.981,34.83,25.5,18.41,1.51,1.939,0.31,0.24724,3.0,36.20978,15
2024-09-20T10:27:59.80Z,46.0165895,11.548668,1612.291,35.14,25.6,18.31,1.521,1.952,0.33,0.27559,3.0,36.07191,14
2024-09-20T10:28:00.00Z,46.0166529,11.5487341,1608.582,35.37,25.67,18.64,1.531,1.964,0.33,0.2736,3.0,35.97292,14
2024-09-20T10:28:00.20Z,46.0167167,11.5488006,1604.878,35.32,25.79,18.72,1.543,1.978,0.33,0.27434,3.0,36.13542,14
2024-09-20T10:28:00.40Z,46.0167803,11.5488674,1601.118,35.5,26.03,18.75,1.554,1.991,0.33,0.2731,3.0,36.2546,14
2024-09-20T10:28:00.60Z,46.0168442,11.5489347,1597.338,35.69,26.21,18.88,1.564,2.004,0.33,0.27181,3.0,36.28933,14
2024-09-20T10:28:00.80Z,46.0169081,11.5490024,1593.507,35.82,26.48,18.9,1.576,2.018,0.34,0.28631,3.0,36.47643,14
2024-09-20T10:28:01.00Z,46.0169719,11.5490706,1589.634,35.76,26.69,18.92,1.589,2.033,0.33,0.28135,3.0,36.73245,13
2024-09-20T10:28:01.20Z,46.0170362,11.5491395,1585.794,35.84,26.76,19.31,1.601,2.047,0.33,0.2721,3.0,36.74625,13
2024-09-20T10:28:01.40Z,46.0171005,11.5492083,1581.876,35.73,26.63,19.91,1.613,2.062,0.31,0.24252,3.0,36.697,13
2024-09-20T10:28:01.60Z,46.0171648,11.549277,1577.823,35.97,26.69,20.27,1.624,2.075,0.3,0.23936,3.0,36.57274,13
2024-09-20T10:28:01.80Z,46.0172296,11.5493456,1573.716,36.17,26.55,20.64,1.635,2.089,0.3,0.23879,3.0,36.27811,13
2024-09-20T10:28:02.00Z,46.0172945,11.549414,1569.516,36.32,26.6,20.97,1.646,2.102,0.3,0.23755,3.0,36.21618,13
2024-09-20T10:28:02.20Z,46.0173598,11.5494822,1565.263,36.61,26.46,21.23,1.656,2.115,0.3,0.23518,3.0,35.86036,13
2024-09-20T10:28:02.40Z,46.0174255,11.5495502,1560.919,36.9,26.42,21.51,1.665,2.127,0.3,0.23293,3.0,35.59999,13
2024-09-20T10:28:02.60Z,46.0174915,11.5496178,1556.512,37.25,26.36,21.49,1.672,2.134,0.3,0.23026,3.0,35.2905,13
2024-09-20T10:28:02.80Z,46.0175583,11.549685,1552.078,37.62,26.0,21.91,1.677,2.137,0.31,0.22837,3.0,34.64468,13
2024-09-20T10:28:03.00Z,46.017626,11.5497514,1547.569,38.01,25.6,22.64,1.675,2.132,0.32,0.24876,3.0,33.96445,13
2024-09-20T10:28:03.20Z,46.0176947,11.5498166,1543.022,38.47,24.96,22.75,1.668,2.12,0.32,0.26399,3.0,32.97918,13
2024-09-20T10:28:03.40Z,46.0177644,11.5498805,1538.434,38.97,24.55,23.15,1.657,2.103,0.33,0.28605,3.0,32.20942,13
2024-09-20T10:28:03.60Z,46.0178344,11.5499428,1533.665,39.42,23.96,23.89,1.646,2.088,0.3,0.29201,3.0,31.29483,14
2024-09-20T10:28:03.80Z,46.0179056,11.5500035,1528.805,39.99,23.24,24.52,1.636,2.076,0.31,0.32615,3.0,30.16422,14
2024-09-20T10:28:04.00Z,46.0179778,11.5500621,1523.846,40.61,22.3,24.74,1.628,2.064,0.29,0.31819,3.0,28.77424,14
2024-09-20T10:28:04.20Z,46.0180511,11.5501185,1518.802,41.22,21.52,25.3,1.62,2.054,0.28,0.31528,3.0,27.56511,14
2024-09-20T10:28:04.40Z,46.018126,11.5501728,1513.693,41.95,20.5,25.77,1.613,2.045,0.28,0.30921,3.0,26.03995,14
2024-09-20T10:28:04.60Z,46.018202,11.550224,1508.487,42.81,19.24,25.89,1.606,2.036,0.29,0.30832,3.0,24.19487,14
2024-09-20T10:28:04.80Z,46.0182801,11.5502718,1503.356,43.66,17.68,25.93,1.601,2.028,0.31,0.33503,3.0,22.04493,14
2024-09-20T10:28:05.00Z,46.0183592,11.5503155,1498.102,44.49,16.29,26.2,1.596,2.021,0.3,0.32792,3.0,20.10729,14
2024-09-20T10:28:05.20Z,46.01844,11.5503553,1492.879,45.32,14.53,25.95,1.592,2.014,0.31,0.34329,3.0,17.77233,14
2024-09-20T10:28:05.40Z,46.0185221,11.5503904,1487.678,46.19,12.8,25.48,1.588,2.008,0.31,0.31906,3.0,15.48969,14
2024-09-20T10:28:05.60Z,46.0186055,11.550422,1482.503,46.53,11.63,25.97,1.584,2.002,0.32,0.32476,3.0,14.02854,14
2024-09-20T10:28:05.80Z,46.0186894,11.5504507,1477.218,47.02,10.71,26.35,1.581,1.997,0.32,0.34662,3.0,12.83405,14
2024-09-20T10:28:06.00Z,46.0187739,11.5504771,1471.88,47.3,9.88,26.45,1.578,1.991,0.32,0.35789,3.0,11.79593,15
2024-09-20T10:28:06.20Z,46.0188592,11.5505015,1466.526,47.59,9.04,26.94,1.576,1.986,0.32,0.35627,3.0,10.75206,15
2024-09-20T10:28:06.40Z,46.0189451,11.5505239,1461.114,48.1,8.39,26.93,1.574,1.981,0.32,0.34555,3.0,9.89709,15
2024-09-20T10:28:06.60Z,46.0190316,11.5505445,1455.666,48.34,7.72,27.02,1.571,1.976,0.3,0.29332,3.0,9.07389,15
2024-09-20T10:28:06.80Z,46.0191192,11.5505636,1450.367,48.96,7.05,26.24,1.568,1.971,0.31,0.28122,3.0,8.19254,15
2024-09-20T10:28:07.00Z,46.0192074,11.5505811,1445.134,49.5,6.7,25.54,1.566,1.967,0.32,0.27475,3.0,7.70886,15
2024-09-20T10:28:07.20Z,46.0192966,11.550598,1440.021,49.8,6.45,25.36,1.563,1.964,0.32,0.2715,3.0,7.37723,15
2024-09-20T10:28:07.40Z,46.0193866,11.5506143,1435.008,50.22,6.17,24.92,1.563,1.963,0.32,0.24469,3.0,6.99953,15
2024-09-20T10:28:07.60Z,46.0194769,11.5506297,1429.996,50.45,6.01,24.6,1.561,1.962,0.31,0.23469,3.0,6.79543,15
2024-09-20T10:28:07.80Z,46.0195677,11.5506447,1425.054,50.55,5.72,24.54,1.56,1.96,0.31,0.24333,3.0,6.46044,15
2024-09-20T10:28:08.00Z,46.0196589,11.5506588,1420.184,50.93,5.24,24.05,1.56,1.96,0.31,0.24474,3.0,5.87532,15
2024-09-20T10:28:08.20Z,46.0197507,11.550672,1415.384,51.05,5.0,23.96,1.559,1.959,0.32,0.27145,3.0,5.59911,15
2024-09-20T10:28:08.40Z,46.0198424,11.5506842,1410.483,51.16,4.64,24.4,1.557,1.957,0.32,0.26992,3.0,5.18365,15
2024-09-20T10:28:08.60Z,46.0199345,11.5506956,1405.585,51.35,4.27,24.25,1.556,1.955,0.31,0.26277,3.0,4.75354,15
2024-09-20T10:28:08.80Z,46.0200266,11.5507066,1400.59,51.08,4.28,25.38,1.554,1.952,0.31,0.25834,3.0,4.7898,15
2024-09-20T10:28:09.00Z,46.0201185,11.5507173,1395.447,51.29,4.18,25.59,1.552,1.95,0.31,0.25576,3.0,4.66217,15
2024-09-20T10:28:09.20Z,46.0202106,11.550728,1390.299,51.39,4.21,25.43,1.552,1.949,0.32,0.25122,3.0,4.67865,15
2024-09-20T10:28:09.40Z,46.0203032,11.5507387,1385.161,51.58,4.23,25.54,1.552,1.949,0.32,0.23683,3.0,4.68302,15
2024-09-20T10:28:09.60Z,46.0203958,11.5507495,1379.97,51.63,4.3,25.89,1.552,1.949,0.34,0.24305,3.0,4.7638,15
2024-09-20T10:28:09.80Z,46.0204888,11.5507608,1374.785,51.88,4.48,25.75,1.554,1.952,0.34,0.23443,3.0,4.93155,15
2024-09-20T10:28:10.00Z,46.0205819,11.5507722,1369.585,51.72,4.49,25.94,1.557,1.955,0.34,0.23375,3.0,4.96617,15
2024-09-20T10:28:10.20Z,46.0206746,11.5507838,1364.229,51.45,4.52,27.18,1.559,1.956,0.3,0.21603,3.0,5.02579,15
2024-09-20T10:28:10.40Z,46.020767,11.5507956,1358.695,51.51,4.75,27.58,1.56,1.956,0.3,0.21296,3.0,5.26985,15
2024-09-20T10:28:10.60Z,46.0208593,11.5508079,1353.063,51.15,4.77,28.56,1.561,1.958,0.3,0.21177,3.0,5.32449,15
2024-09-20T10:28:10.80Z,46.0209514,11.5508207,1347.321,51.33,5.13,28.71,1.566,1.963,0.31,0.21308,3.0,5.70856,15
2024-09-20T10:28:11.00Z,46.0210437,11.5508347,1341.536,51.37,5.74,28.98,1.573,1.971,0.29,0.21048,3.0,6.37498,15
2024-09-20T10:28:11.20Z,46.0211359,11.5508506,1335.728,51.13,6.55,29.18,1.583,1.982,0.3,0.21375,3.0,7.29971,15
2024-09-20T10:28:11.40Z,46.0212276,11.5508688,1329.827,51.02,7.63,29.47,1.595,1.998,0.37,0.23732,3.0,8.50125,15
2024-09-20T10:28:11.60Z,46.021319,11.5508902,1323.89,50.66,8.95,29.72,1.608,2.015,0.38,0.23399,3.0,10.02414,15
2024-09-20T10:28:11.80Z,46.0214099,11.5509146,1317.889,50.51,10.04,30.08,1.622,2.032,0.37,0.23181,3.0,11.23826,15
2024-09-20T10:28:12.00Z,46.0215009,11.5509422,1311.877,50.53,11.29,30.19,1.635,2.05,0.37,0.2198,3.0,12.59627,15
2024-09-20T10:28:12.20Z,46.0215917,11.5509726,1305.865,50.49,12.27,29.92,1.65,2.07,0.33,0.21169,3.0,13.65336,15
2024-09-20T10:28:12.40Z,46.021682,11.5510043,1299.793,50.7,12.65,29.64,1.665,2.088,0.4,0.20607,3.0,14.0116,15
2024-09-20T10:28:12.60Z,46.0217733,11.5510369,1293.885,50.62,12.56,29.63,1.675,2.1,0.4,0.21921,3.0,13.93065,15
2024-09-20T10:28:12.80Z,46.0218648,11.5510692,1288.014,51.05,12.41,29.23,1.677,2.101,0.33,0.23608,3.0,13.66584,15
2024-09-20T10:28:13.00Z,46.0219565,11.5510998,1282.133,51.5,11.62,28.74,1.673,2.097,0.31,0.26157,3.0,12.71747,15
2024-09-20T10:28:13.20Z,46.0220492,11.5511275,1276.364,52.28,10.22,27.86,1.668,2.093,0.32,0.27901,3.0,11.06174,15
2024-09-20T10:28:13.40Z,46.0221436,11.5511516,1270.888,52.79,8.56,26.62,1.666,2.09,0.36,0.31945,3.0,9.20974,15
2024-09-20T10:28:13.60Z,46.0222384,11.5511713,1265.554,52.95,6.97,25.88,1.662,2.086,0.34,0.32175,3.0,7.49344,15
2024-09-20T10:28:13.80Z,46.0223333,11.5511873,1260.289,52.81,5.56,26.27,1.658,2.078,0.33,0.30714,3.0,6.0086,15
2024-09-20T10:28:14.00Z,46.0224282,11.5511999,1254.92,52.86,4.25,26.8,1.655,2.072,0.35,0.29186,3.0,4.59339,15
2024-09-20T10:28:14.20Z,46.0225232,11.5512091,1249.491,52.64,2.73,27.5,1.653,2.069,0.36,0.30702,3.0,2.97145,15
2024-09-20T10:28:14.40Z,46.022618,11.5512141,1243.931,52.71,1.14,27.96,1.656,2.071,0.4,0.34339,3.0,1.23588,15
2024-09-20T10:28:14.60Z,46.022713,11.551215,1238.291,52.4,-0.7,28.67,1.659,2.073,0.4,0.33652,3.0,359.23287,15
2024-09-20T10:28:14.80Z,46.0228067,11.5512104,1232.497,51.88,-2.86,29.06,1.664,2.075,0.43,0.35482,3.0,356.84675,15
2024-09-20T10:28:15.00Z,46.0228994,11.5511987,1226.629,51.27,-6.02,29.38,1.672,2.085,0.45,0.39709,3.0,353.30424,15
2024-09-20T10:28:15.20Z,46.0229904,11.5511793,1220.613,50.21,-8.77,30.14,1.682,2.097,0.46,0.39433,3.0,350.08986,15
2024-09-20T10:28:15.40Z,46.0230796,11.5511532,1214.442,49.28,-11.16,30.9,1.692,2.107,0.4,0.37932,3.0,347.2358,15
2024-09-20T10:28:15.60Z,46.0231667,11.5511208,1208.106,48.0,-13.67,31.91,1.703,2.12,0.37,0.41672,3.0,344.10583,15
2024-09-20T10:28:15.80Z,46.0232517,11.5510819,1201.627,46.71,-16.2,32.68,1.715,2.135,0.37,0.45169,3.0,340.87571,14
2024-09-20T10:28:16.00Z,46.0233344,11.551037,1194.979,45.49,-18.32,33.37,1.727,2.15,0.35,0.46735,3.0,338.06103,14
2024-09-20T10:28:16.20Z,46.0234145,11.5509875,1188.093,44.45,-19.8,34.3,1.74,2.168,0.38,0.51506,3.0,335.99289,13
2024-09-20T10:28:16.40Z,46.0234927,11.5509344,1180.983,43.44,-20.92,35.38,1.755,2.187,0.38,0.48879,3.0,334.28862,13
2024-09-20T10:28:16.60Z,46.0235693,11.5508789,1173.631,42.68,-21.62,36.59,1.77,2.205,0.37,0.48155,3.0,333.1417,13
2024-09-20T10:28:16.80Z,46.0236447,11.5508221,1166.026,42.29,-22.12,37.55,1.784,2.222,0.38,0.37167,3.0,332.38893,13
2024-09-20T10:28:17.00Z,46.0237189,11.5507639,1158.185,41.97,-22.68,38.13,1.795,2.232,0.44,0.34142,3.0,331.60934,13
2024-09-20T10:28:17.20Z,46.0237935,11.5507045,1150.412,41.95,-23.15,38.16,1.811,2.24,0.54,0.39297,3.0,331.103,13
2024-09-20T10:28:17.40Z,46.0238688,11.5506447,1142.683,42.51,-23.07,38.04,1.831,2.249,0.53,0.43349,3.0,331.50732,13
2024-09-20T10:28:17.60Z,46.0239467,11.5505858,1135.26,43.97,-22.39,36.37,1.85,2.258,0.46,0.39547,3.0,333.01412,13
2024-09-20T10:28:17.80Z,46.0240272,11.5505294,1128.096,45.24,-21.29,35.61,1.865,2.271,0.44,0.41921,3.0,334.7973,13
2024-09-20T10:28:18.00Z,46.0241093,11.5504764,1120.988,46.66,-19.83,34.77,1.882,2.29,0.42,0.47982,3.0,336.9718,13
2024-09-20T10:28:18.20Z,46.024193,11.5504278,1113.987,47.59,-17.88,33.82,1.9,2.316,0.43,0.58471,3.0,339.40927,12
2024-09-20T10:28:18.40Z,46.0242785,11.5503846,1107.3,48.24,-15.67,32.43,1.922,2.346,0.43,0.67495,3.0,341.99885,13
2024-09-20T10:28:18.60Z,46.0243651,11.5503467,1100.695,49.07,-13.87,31.99,1.949,2.379,0.38,0.68692,3.0,344.21595,13
2024-09-20T10:28:18.80Z,46.0244537,11.5503102,1094.324,48.78,-14.39,32.36,1.981,2.415,0.42,0.92676,3.0,343.56004,13
2024-09-20T10:28:19.00Z,46.0245452,11.5502755,1088.316,49.36,-13.09,32.12,2.016,2.455,0.39,0.89365,3.0,345.15158,13
2024-09-20T10:28:19.20Z,46.0246383,11.5502429,1082.552,50.03,-12.68,31.02,2.051,2.496,0.43,0.97404,3.0,345.77546,13
2024-09-20T10:28:19.40Z,46.0247347,11.550213,1077.294,51.1,-11.36,29.7,2.084,2.536,0.48,0.89962,3.0,347.46335,13
2024-09-20T10:28:19.60Z,46.0248292,11.5501823,1071.834,50.71,-12.26,29.46,2.122,2.584,0.47,1.3405,3.0,346.40692,13
2024-09-20T10:28:19.80Z,46.0249257,11.5501506,1066.777,50.95,-12.24,28.8,2.166,2.635,0.55,1.50403,3.0,346.49603,13
2024-09-20T10:28:20.00Z,46.025023,11.5501196,1061.956,51.35,-11.87,27.85,2.213,2.692,0.69,1.70596,3.0,346.98045,13
2024-09-20T10:28:20.20Z,46.0251202,11.5500865,1057.268,51.09,-12.9,27.17,2.264,2.752,0.7,1.84911,3.0,345.82948,13
2024-09-20T10:28:20.40Z,46.0252178,11.5500548,1052.839,51.45,-12.16,25.65,2.323,2.819,0.79,1.95753,3.0,346.70584,13
2024-09-20T10:28:20.60Z,46.025318,11.5500296,1048.872,52.82,-9.34,23.83,2.386,2.891,0.89,2.0288,3.0,349.97158,13
2024-09-20T10:28:20.80Z,46.0254228,11.5500103,1045.633,54.28,-7.31,21.63,2.45,2.968,0.89,2.02286,3.0,352.33129,13
2024-09-20T10:28:21.00Z,46.0255315,11.5500009,1042.833,56.86,-3.18,19.27,2.512,3.047,1.05,1.79067,3.0,356.79547,12
2024-09-20T10:28:21.20Z,46.0256361,11.5500009,1039.154,57.7,0.77,19.0,2.576,3.138,1.1,1.57439,3.0,0.76677,11
2024-09-20T10:28:21.40Z,46.0257309,11.550012,1033.661,56.83,4.93,21.3,2.625,3.21,0.96,1.21798,3.0,4.95863,11
2024-09-20T10:28:21.60Z,46.0258308,11.5500267,1029.076,56.08,5.93,21.77,2.685,3.305,0.87,1.23276,3.0,6.03579,10
2024-09-20T10:28:21.80Z,46.0259202,11.5500496,1022.819,54.04,9.01,24.1,2.701,3.326,0.74,0.85592,3.0,9.46669,11
2024-09-20T10:28:22.00Z,46.0260095,11.5500769,1016.612,52.8,10.39,26.18,2.704,3.327,0.54,0.62323,3.0,11.12762,11
2024-09-20T10:28:22.20Z,46.0260988,11.5501076,1010.355,51.5,11.48,28.12,2.699,3.322,0.45,0.49278,3.0,12.57242,10
2024-09-20T10:28:22.40Z,46.0261895,11.5501417,1004.399,50.61,13.22,28.89,2.696,3.322,0.39,0.40115,3.0,14.63749,10
2024-09-20T10:28:22.60Z,46.0262801,11.5501798,998.52,49.9,14.78,29.3,2.697,3.329,0.35,0.45213,3.0,16.49909,10
2024-09-20T10:28:22.80Z,46.0263695,11.5502222,992.605,49.14,16.47,29.47,2.698,3.335,0.34,0.46471,3.0,18.53367,10
2024-09-20T10:28:23.00Z,46.0264576,11.5502688,986.603,48.44,17.73,29.98,2.697,3.339,0.29,0.48718,3.0,20.10677,11
2024-09-20T10:28:23.20Z,46.0265441,11.5503178,980.403,47.93,18.63,30.55,2.695,3.341,0.28,0.4677,3.0,21.23918,12
2024-09-20T10:28:23.40Z,46.026629,11.5503687,974.022,47.33,19.53,31.09,2.696,3.348,0.34,0.51328,3.0,22.41966,12
2024-09-20T10:28:23.60Z,46.0267131,11.5504217,967.555,46.95,20.3,31.53,2.697,3.355,0.34,0.4899,3.0,23.38445,12
2024-09-20T10:28:23.80Z,46.0267965,11.550477,960.981,46.55,21.19,31.97,2.698,3.362,0.33,0.49364,3.0,24.47347,12
