time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2018-08-06T06:00:47.20Z,46.0156115,7.3689936,3692.836,-2.18,-2.69,1.5,0.794,2.036,0.31,228.57492,3.1012,3,8
2018-08-06T06:00:47.40Z,46.0156066,7.3689858,3691.778,-2.38,-2.84,3.03,0.795,2.034,0.3,229.31969,2.97009,3,8
2018-08-06T06:00:47.60Z,46.0156019,7.3689788,3690.481,-2.46,-2.77,4.38,0.795,2.006,0.31,228.8108,2.93002,3,8
2018-08-06T06:00:47.80Z,46.0155974,7.3689721,3688.809,-2.32,-2.68,5.7,0.796,1.999,0.32,228.97321,3.16375,3,8
2018-08-06T06:00:48.00Z,46.0155933,7.3689648,3686.826,-2.2,-2.87,7.16,0.799,1.999,0.35,232.57481,3.2843,3,7
2018-08-06T06:00:48.20Z,46.0155886,7.3689574,3684.384,-2.34,-2.93,8.68,0.804,1.994,0.42,231.38326,3.08978,3,7
2018-08-06T06:00:48.40Z,46.0155845,7.3689506,3681.784,-2.16,-2.72,9.98,0.81,1.998,0.49,231.58305,3.72479,3,7
2018-08-06T06:00:48.60Z,46.0155805,7.3689443,3678.511,-1.9,-2.48,11.85,0.821,1.993,0.56,232.49418,4.73392,3,6
2018-08-06T06:00:48.80Z,46.0155756,7.3689367,3674.707,-2.12,-2.72,13.95,0.829,1.966,0.58,232.0282,4.60698,3,6
2018-08-06T06:00:49.00Z,46.015571,7.3689286,3670.774,-2.17,-2.87,15.8,0.835,1.94,0.6,232.93148,4.86765,3,7
2018-08-06T06:00:49.20Z,46.0155667,7.3689207,3666.865,-2.13,-2.81,17.15,0.848,1.945,0.65,232.88179,6.02939,3,7
2018-08-06T06:00:49.40Z,46.0155609,7.3689102,3662.234,-2.65,-3.44,19.31,0.855,1.915,0.63,232.39285,4.71474,3,7
2018-08-06T06:00:49.60Z,46.015555,7.3688988,3657.465,-3.12,-4.05,21.25,0.859,1.883,0.61,232.36823,4.01434,3,7
2018-08-06T06:00:49.80Z,46.0155485,7.368887,3652.598,-3.48,-4.43,22.34,0.875,1.886,0.67,231.81187,3.98948,3,7
2018-08-06T06:00:50.00Z,46.0155409,7.3688738,3647.341,-3.93,-4.79,23.61,0.89,1.888,0.69,230.64711,3.34473,3,7
2018-08-06T06:00:50.20Z,46.0155319,7.3688592,3641.825,-4.62,-5.36,24.8,0.902,1.89,0.69,229.27962,2.76588,3,7
2018-08-06T06:00:50.40Z,46.0155216,7.3688431,3635.996,-5.29,-5.91,26.09,0.913,1.892,0.69,228.1866,2.36345,3,7
2018-08-06T06:00:50.60Z,46.0155098,7.368825,3629.967,-6.04,-6.65,27.24,0.929,1.894,0.7,227.72839,2.06048,3,7
2018-08-06T06:00:50.80Z,46.0154962,7.3688048,3623.592,-6.96,-7.45,28.47,0.939,1.887,0.65,226.95992,1.76634,3,7
2018-08-06T06:00:51.00Z,46.0154809,7.3687828,3617.22,-8.07,-8.24,29.5,0.95,1.867,0.62,225.57335,1.62722,3,7
2018-08-06T06:00:51.20Z,46.0154639,7.3687593,3610.776,-9.21,-8.86,30.39,0.958,1.839,0.58,223.90972,1.48548,3,7
2018-08-06T06:00:51.40Z,46.0154446,7.3687337,3604.277,-10.44,-9.72,31.05,0.963,1.813,0.53,222.93826,1.25372,3,7
2018-08-06T06:00:51.60Z,46.0154236,7.3687072,3597.779,-11.53,-10.18,31.5,0.97,1.81,0.53,221.44206,1.12621,3,7
2018-08-06T06:00:51.80Z,46.0154007,7.3686797,3591.147,-12.64,-10.59,31.91,0.976,1.806,0.52,219.94656,0.99924,3,7
2018-08-06T06:00:52.00Z,46.0153752,7.3686507,3584.42,-13.95,-11.18,32.34,0.981,1.786,0.47,218.70621,0.88053,3,7
2018-08-06T06:00:52.20Z,46.0153478,7.3686209,3577.772,-15.09,-11.47,32.5,0.986,1.783,0.48,217.23069,0.82306,3,7
2018-08-06T06:00:52.40Z,46.0153183,7.3685898,3571.119,-16.29,-11.98,32.69,0.992,1.78,0.48,216.32737,0.73972,3,7
2018-08-06T06:00:52.60Z,46.0152871,7.3685579,3564.608,-17.28,-12.33,32.57,1,1.793,0.6,215.52539,0.69674,3,7
2018-08-06T06:00:52.80Z,46.0152535,7.368524,3558.076,-18.54,-12.95,32.52,1.009,1.814,0.65,214.92683,0.62395,3,6
2018-08-06T06:00:53.00Z,46.015218,7.3684891,3551.552,-19.61,-13.41,32.46,1.02,1.841,0.66,214.36384,0.56329,3,6
2018-08-06T06:00:53.20Z,46.0151805,7.3684523,3545.041,-20.74,-14.08,32.38,1.034,1.877,0.67,214.18491,0.50473,3,6
2018-08-06T06:00:53.40Z,46.015141,7.368414,3538.55,-21.9,-14.75,32.28,1.05,1.92,0.69,213.96292,0.4718,3,6
2018-08-06T06:00:53.60Z,46.0150997,7.3683745,3532.106,-22.91,-15.27,32.15,1.068,1.971,0.72,213.68685,0.45491,3,6
2018-08-06T06:00:53.80Z,46.015057,7.3683343,3525.717,-23.84,-15.64,31.99,1.089,2.029,0.74,213.27248,0.44391,3,6
2018-08-06T06:00:54.00Z,46.0150125,7.3682928,3519.369,-24.75,-16.08,31.87,1.111,2.093,0.75,213.01179,0.41489,3,6
2018-08-06T06:00:54.20Z,46.0149661,7.3682498,3513.061,-25.72,-16.56,31.74,1.133,2.161,0.76,212.77614,0.41686,3,6
2018-08-06T06:00:54.40Z,46.0149184,7.3682059,3506.844,-26.58,-17.03,31.56,1.156,2.232,0.77,212.65392,0.40493,3,6
2018-08-06T06:00:54.60Z,46.0148694,7.368161,3500.713,-27.31,-17.46,31.35,1.178,2.302,0.77,212.59034,0.36809,3,6
2018-08-06T06:00:54.80Z,46.0148193,7.3681149,3494.724,-28.02,-17.97,31.08,1.199,2.371,0.77,212.67022,0.35511,3,6
2018-08-06T06:00:55.00Z,46.014768,7.3680672,3488.772,-28.68,-18.55,30.84,1.221,2.443,0.78,212.88396,0.3661,3,6
2018-08-06T06:00:55.20Z,46.0147158,7.3680185,3482.987,-29.37,-19.1,30.49,1.243,2.509,0.77,213.04009,0.35588,3,6
2018-08-06T06:00:55.40Z,46.0146629,7.3679685,3477.37,-29.78,-19.64,30.14,1.261,2.564,0.76,213.40085,0.34784,3,6
2018-08-06T06:00:55.60Z,46.0146097,7.3679179,3471.914,-30.14,-19.97,29.76,1.275,2.605,0.74,213.52865,0.34191,3,6
2018-08-06T06:00:55.80Z,46.014556,7.3678662,3466.669,-30.57,-20.47,29.32,1.284,2.625,0.71,213.80201,0.33425,3,6
2018-08-06T06:00:56.00Z,46.0145016,7.3678147,3461.555,-31.04,-20.59,28.81,1.287,2.623,0.67,213.5623,0.35353,3,6
